transaction_date,description,credit,debit,closing_balance,ref_no,account
2025-10-04T00:00:00,APOLLO PHARMACY #572319,0.0,3030.04,16710.49,SBIN561626,1029384756473483
2025-10-04T12:00:00,MYNTRA FASHION #695504,0.0,2294.68,14415.81,SBIN292105,1029384756473483
2025-10-04T12:00:00,MYNTRA FASHION #73743,0.0,1629.96,12785.85,SBIN764468,1029384756473483
2025-10-04T12:00:00,AIRTEL BROADBAND,0.0,1423.82,11362.03,SBIN487620,1029384756473483
2025-10-04T12:00:00,AIRTEL BROADBAND,0.0,1486.32,9875.71,SBIN430879,1029384756473483
2025-10-04T12:00:00,RELIANCE SMART #768353,0.0,1478.48,8397.23,SBIN135075,1029384756473483
2025-10-04T12:00:00,GYM MEMBERSHIP,0.0,671.84,7725.39,SBIN527792,1029384756473483
2025-10-04T12:00:00,AIRTEL BROADBAND,0.0,3017.4,4708.0,SBIN686560,1029384756473483
2025-10-05T00:00:00,ATM TRANSACTION FEE,0.0,18.75,4689.24,SBIN285655,1029384756473483
2025-10-05T00:00:00,SWIGGY-ORDER#263657,0.0,862.16,3827.08,SBIN562713,1029384756473483
2025-10-05T00:00:00,DMART BILL #850671,0.0,1364.29,2462.79,SBIN654413,1029384756473483
2025-10-05T00:00:00,STEAM GAME PURCHASE,0.0,724.98,1737.81,SBIN614284,1029384756473483
2025-10-05T12:00:00,DR CONSULTATION,0.0,503.93,1233.87,SBIN595263,1029384756473483
2025-10-05T12:00:00,SAVINGS INTEREST CREDIT,135.03,0.0,1368.91,SBIN503342,1029384756473483
2025-10-05T12:00:00,DONATION NGO,0.0,535.85,833.05,SBIN248690,1029384756473483
2025-10-05T12:00:00,METRO RECHARGE,0.0,307.94,525.11,SBIN590514,1029384756473483
2025-10-06T00:00:00,BANK INTEREST,1.38,0.0,526.5,BANK-REF-3140,1029384756473483
2025-10-06T12:00:00,BANK INTEREST ACCRUED,159.25,0.0,685.74,SBIN853487,1029384756473483
2025-10-06T12:00:00,BOOKMYSHOW TICKET #829218,0.0,587.07,98.67,SBIN882997,1029384756473483
2025-10-07T00:00:00,SERVICE CHARGE,0.0,38.49,60.18,SBIN918812,1029384756473483
2025-10-07T12:00:00,SERVICE CHARGE,0.0,26.51,33.67,SBIN590615,1029384756473483
2025-10-08T00:00:00,BANK INTEREST ACCRUED,96.14,0.0,129.81,SBIN117222,1029384756473483
2025-10-08T00:00:00,ATM TRANSACTION FEE,0.0,35.48,94.33,SBIN850510,1029384756473483
2025-10-08T12:00:00,SAVINGS INTEREST CREDIT,212.59,0.0,306.92,SBIN406446,1029384756473483
2025-10-08T12:00:00,BANK CHARGE SMS FEE,0.0,47.83,259.09,SBIN655622,1029384756473483
2025-10-09T12:00:00,BANK INTEREST ACCRUED,119.53,0.0,378.62,SBIN761589,1029384756473483
2025-10-09T12:00:00,SAVINGS INTEREST CREDIT,156.24,0.0,534.86,SBIN567453,1029384756473483
2025-10-09T12:00:00,BANK INTEREST ACCRUED,194.85,0.0,729.7,SBIN353536,1029384756473483
2025-10-09T12:00:00,UPI-FRIEND TRANSFER #161298,0.0,261.09,468.61,UPI-REF-840423,1029384756473483
2025-10-09T12:00:00,PVR CINEMAS #617152,0.0,188.89,279.72,SBIN106647,1029384756473483
2025-10-10T00:00:00,ZOMATO PAYMENT,0.0,164.77,114.95,SBIN543466,1029384756473483
2025-10-10T00:00:00,BANK SERVICE FEE,0.0,3.72,111.23,BANK-REF-8291,1029384756473483
2025-10-10T12:00:00,BANK CHARGE SMS FEE,0.0,40.05,71.17,SBIN617814,1029384756473483
2025-10-11T00:00:00,OLA CAB #967297,0.0,65.31,5.87,SBIN704513,1029384756473483
2025-10-11T00:00:00,BANK INTEREST ACCRUED,62.11,0.0,67.98,SBIN639718,1029384756473483
2025-10-12T00:00:00,SAVINGS INTEREST CREDIT,89.96,0.0,157.94,SBIN359070,1029384756473483
2025-10-12T00:00:00,BANK INTEREST ACCRUED,61.7,0.0,219.64,SBIN706259,1029384756473483
2025-10-13T00:00:00,BANK INTEREST ACCRUED,145.24,0.0,364.88,SBIN507008,1029384756473483
2025-10-13T12:00:00,SERVICE CHARGE,0.0,38.82,326.06,SBIN584992,1029384756473483
2025-10-13T12:00:00,BANK INTEREST ACCRUED,49.2,0.0,375.26,SBIN314395,1029384756473483
2025-10-14T12:00:00,SAVINGS INTEREST CREDIT,136.68,0.0,511.94,SBIN134102,1029384756473483
2025-10-14T12:00:00,GYM MEMBERSHIP,0.0,247.0,264.93,SBIN852987,1029384756473483
2025-10-14T12:00:00,PETROL BPCL #819449,0.0,63.33,201.6,SBIN736125,1029384756473483
2025-10-15T00:00:00,ATM TRANSACTION FEE,0.0,21.42,180.18,SBIN228128,1029384756473483
2025-10-15T12:00:00,GYM MEMBERSHIP,0.0,173.87,6.31,SBIN351942,1029384756473483
2025-10-17T00:00:00,SAVINGS INTEREST CREDIT,147.56,0.0,153.87,SBIN426657,1029384756473483
2025-10-17T00:00:00,BANK INTEREST ACCRUED,145.46,0.0,299.33,SBIN685066,1029384756473483
2025-10-17T00:00:00,BANK INTEREST ACCRUED,82.82,0.0,382.15,SBIN776693,1029384756473483
2025-10-17T12:00:00,BANK INTEREST ACCRUED,199.81,0.0,581.96,SBIN861971,1029384756473483
2025-10-17T12:00:00,STEAM GAME PURCHASE,0.0,279.07,302.89,SBIN546662,1029384756473483
2025-10-18T00:00:00,SAVINGS INTEREST CREDIT,54.91,0.0,357.8,SBIN745826,1029384756473483
2025-10-18T12:00:00,UBER RIDE #483010,0.0,94.47,263.33,SBIN381587,1029384756473483
2025-10-19T00:00:00,BANK INTEREST ACCRUED,57.28,0.0,320.6,SBIN412119,1029384756473483
2025-10-19T00:00:00,BANK CHARGE SMS FEE,0.0,28.99,291.62,SBIN701537,1029384756473483
2025-10-19T12:00:00,SAVINGS INTEREST CREDIT,88.43,0.0,380.05,SBIN244615,1029384756473483
2025-10-20T00:00:00,BANK INTEREST ACCRUED,77.98,0.0,458.03,SBIN380332,1029384756473483
2025-10-20T12:00:00,METRO RECHARGE,0.0,104.19,353.84,SBIN892801,1029384756473483
2025-10-20T12:00:00,BANK INTEREST ACCRUED,66.44,0.0,420.28,SBIN205572,1029384756473483
2025-10-20T12:00:00,ATM TRANSACTION FEE,0.0,22.12,398.17,SBIN220869,1029384756473483
2025-10-21T12:00:00,SAVINGS INTEREST CREDIT,66.91,0.0,465.08,SBIN454507,1029384756473483
2025-10-22T12:00:00,PETROL BPCL #957403,0.0,447.8,17.28,SBIN141631,1029384756473483
2025-10-23T12:00:00,SAVINGS INTEREST CREDIT,61.23,0.0,78.51,SBIN818625,1029384756473483
2025-10-24T00:00:00,SAVINGS INTEREST CREDIT,92.2,0.0,170.71,SBIN266760,1029384756473483
2025-10-24T12:00:00,SAVINGS INTEREST CREDIT,199.43,0.0,370.13,SBIN487161,1029384756473483
2025-10-24T12:00:00,SERVICE CHARGE,0.0,39.67,330.46,SBIN480005,1029384756473483
2025-10-25T00:00:00,METRO RECHARGE,0.0,256.57,73.9,SBIN967831,1029384756473483
2025-10-25T12:00:00,BANK CHARGE SMS FEE,0.0,34.0,39.9,SBIN806776,1029384756473483
2025-10-25T12:00:00,BANK INTEREST ACCRUED,164.39,0.0,204.29,SBIN674294,1029384756473483
2025-10-26T00:00:00,SAVINGS INTEREST CREDIT,161.47,0.0,365.76,SBIN419483,1029384756473483
2025-10-26T00:00:00,SAVINGS INTEREST CREDIT,90.34,0.0,456.09,SBIN120763,1029384756473483
2025-10-26T12:00:00,SAVINGS INTEREST CREDIT,108.34,0.0,564.43,SBIN224198,1029384756473483
2025-10-26T12:00:00,SERVICE CHARGE,0.0,40.35,524.08,SBIN442648,1029384756473483
2025-10-27T00:00:00,ATM TRANSACTION FEE,0.0,36.31,487.77,SBIN919024,1029384756473483
2025-10-27T00:00:00,FLIPKART ORDER #271271,0.0,242.75,245.02,SBIN495122,1029384756473483
2025-10-27T00:00:00,BANK CHARGE SMS FEE,0.0,10.31,234.71,SBIN467028,1029384756473483
2025-10-27T00:00:00,HOTSTAR ANNUAL,0.0,176.55,58.16,SBIN612672,1029384756473483
2025-10-27T12:00:00,BANK INTEREST ACCRUED,81.14,0.0,139.3,SBIN269261,1029384756473483
2025-10-28T00:00:00,BANK CHARGE SMS FEE,0.0,47.89,91.41,SBIN224915,1029384756473483
2025-10-28T12:00:00,ATM TRANSACTION FEE,0.0,19.94,71.47,SBIN948332,1029384756473483
2025-10-29T12:00:00,SERVICE CHARGE,0.0,15.0,56.46,SBIN737546,1029384756473483
2025-10-29T12:00:00,BANK CHARGE SMS FEE,0.0,51.04,5.43,SBIN152626,1029384756473483
2025-11-01T00:00:00,SALARY CREDIT ABC CORP,124830.0,0.0,124835.43,SBIN961384730,1029384756473483
2025-11-01T00:00:00,ELECTRICITY BILL BESCOM,0.0,1441.81,123393.62,SBIN316812,1029384756473483
2025-11-01T00:00:00,SERVICE CHARGE,0.0,48.66,123344.96,SBIN129868,1029384756473483
2025-11-01T00:00:00,SAVINGS INTEREST CREDIT,205.54,0.0,123550.5,SBIN751668,1029384756473483
2025-11-01T00:00:00,BANK CHARGE SMS FEE,0.0,38.93,123511.57,SBIN467637,1029384756473483
2025-11-01T00:00:00,OLA CAB #600693,0.0,235.82,123275.75,SBIN961591,1029384756473483
2025-11-01T00:00:00,RENT TRANSFER,0.0,41265.2,82010.54,SBIN100446,1029384756473483
2025-11-01T00:00:00,ZOMATO PAYMENT,0.0,437.02,81573.52,SBIN594170,1029384756473483
2025-11-01T00:00:00,SERVICE CHARGE,0.0,23.43,81550.08,SBIN586525,1029384756473483
2025-11-01T12:00:00,MYNTRA FASHION #143991,0.0,2458.12,79091.97,SBIN142604,1029384756473483
2025-11-01T12:00:00,UBER EATS #389147,0.0,482.72,78609.25,SBIN739497,1029384756473483
2025-11-01T12:00:00,BOOKMYSHOW TICKET #132050,0.0,992.42,77616.83,SBIN284825,1029384756473483
2025-11-01T12:00:00,PETROL BPCL #412573,0.0,580.53,77036.29,SBIN961736,1029384756473483
2025-11-01T12:00:00,BANK SERVICE FEE,0.0,16.87,77019.43,BANK-REF-7938,1029384756473483
2025-11-02T00:00:00,DOMINOS #522909,0.0,243.77,76775.66,SBIN232711,1029384756473483
2025-11-02T00:00:00,BOOKMYSHOW TICKET #225566,0.0,350.89,76424.77,SBIN113926,1029384756473483
2025-11-02T00:00:00,AMAZON PURCHASE #613782,0.0,2461.29,73963.48,SBIN979706,1029384756473483
2025-11-02T00:00:00,EMI HOME LOAN HDFC,0.0,16797.87,57165.62,SBIN403504,1029384756473483
2025-11-02T00:00:00,MISC UPI PAYMENT,0.0,1378.73,55786.88,UPI-REF-631647,1029384756473483
2025-11-02T00:00:00,AMAZON PURCHASE #559949,0.0,2450.41,53336.48,SBIN993434,1029384756473483
2025-11-02T00:00:00,OLA CAB #354490,0.0,702.64,52633.83,SBIN256576,1029384756473483
2025-11-02T00:00:00,RELIANCE SMART #52558,0.0,1417.96,51215.87,SBIN762450,1029384756473483
2025-11-02T12:00:00,GAS CYLINDER REFILL,0.0,2522.16,48693.72,SBIN992418,1029384756473483
2025-11-02T12:00:00,AIRTEL BROADBAND,0.0,2719.35,45974.37,SBIN775457,1029384756473483
2025-11-02T12:00:00,DR CONSULTATION,0.0,2821.26,43153.1,SBIN400477,1029384756473483
2025-11-02T12:00:00,DMART BILL #540653,0.0,843.25,42309.86,SBIN745143,1029384756473483
2025-11-02T12:00:00,OLA CAB #807758,0.0,257.31,42052.55,SBIN881657,1029384756473483
2025-11-02T12:00:00,AMAZON PURCHASE #105554,0.0,2077.57,39974.98,SBIN457309,1029384756473483
2025-11-03T00:00:00,RENT PAYMENT,0.0,23282.85,16692.13,SBIN256653,1029384756473483
2025-11-03T00:00:00,STEAM GAME PURCHASE,0.0,222.33,16469.8,SBIN126617,1029384756473483
2025-11-03T00:00:00,DOMINOS #196841,0.0,631.85,15837.96,SBIN540381,1029384756473483
2025-11-03T00:00:00,ATM WITHDRAWAL,0.0,729.5,15108.46,SBIN262912,1029384756473483
2025-11-03T00:00:00,AMAZON PURCHASE #301253,0.0,2018.06,13090.4,SBIN966431,1029384756473483
2025-11-03T00:00:00,BANK CHARGE SMS FEE,0.0,39.81,13050.59,SBIN746643,1029384756473483
2025-11-03T12:00:00,PVR CINEMAS #552825,0.0,263.22,12787.37,SBIN450707,1029384756473483
2025-11-03T12:00:00,APOLLO PHARMACY #82265,0.0,2646.21,10141.16,SBIN703766,1029384756473483
2025-11-03T12:00:00,AIRTEL BROADBAND,0.0,1930.63,8210.52,SBIN973448,1029384756473483
2025-11-03T12:00:00,STEAM GAME PURCHASE,0.0,799.69,7410.83,SBIN466905,1029384756473483
2025-11-03T12:00:00,PVR CINEMAS #598129,0.0,1459.45,5951.38,SBIN439163,1029384756473483
2025-11-03T12:00:00,DOMINOS #130199,0.0,914.59,5036.79,SBIN129269,1029384756473483
2025-11-03T12:00:00,FLIPKART ORDER #331536,0.0,1231.11,3805.68,SBIN650943,1029384756473483
2025-11-04T00:00:00,UBER RIDE #938542,0.0,125.22,3680.46,SBIN888354,1029384756473483
2025-11-04T00:00:00,BANK INTEREST ACCRUED,163.7,0.0,3844.16,SBIN903006,1029384756473483
2025-11-04T00:00:00,SERVICE CHARGE,0.0,35.09,3809.07,SBIN152798,1029384756473483
2025-11-04T00:00:00,BANK CHARGE SMS FEE,0.0,41.8,3767.26,SBIN674333,1029384756473483
2025-11-04T00:00:00,DOMINOS #545480,0.0,1249.72,2517.54,SBIN259134,1029384756473483
2025-11-04T00:00:00,PETROL BPCL #843712,0.0,94.51,2423.04,SBIN236295,1029384756473483
2025-11-04T00:00:00,PETROL BPCL #367412,0.0,729.61,1693.42,SBIN411425,1029384756473483
2025-11-04T12:00:00,PETROL BPCL #995355,0.0,771.63,921.79,SBIN662618,1029384756473483
2025-11-05T00:00:00,ZOMATO PAYMENT,0.0,615.07,306.72,SBIN571939,1029384756473483
2025-11-05T00:00:00,SERVICE CHARGE,0.0,46.36,260.36,SBIN858590,1029384756473483
2025-11-05T00:00:00,DOMINOS #189411,0.0,181.78,78.58,SBIN569909,1029384756473483
2025-11-05T12:00:00,BANK INTEREST ACCRUED,62.11,0.0,140.69,SBIN859285,1029384756473483
2025-11-06T12:00:00,BANK INTEREST ACCRUED,152.89,0.0,293.57,SBIN166579,1029384756473483
2025-11-07T12:00:00,PETROL BPCL #793000,0.0,53.7,239.87,SBIN334314,1029384756473483
2025-11-08T00:00:00,ATM TRANSACTION FEE,0.0,17.75,222.13,SBIN516329,1029384756473483
2025-11-08T12:00:00,ATM TRANSACTION FEE,0.0,32.35,189.78,SBIN628918,1029384756473483
2025-11-08T12:00:00,BANK INTEREST ACCRUED,170.64,0.0,360.42,SBIN449077,1029384756473483
2025-11-08T12:00:00,ATM TRANSACTION FEE,0.0,14.35,346.07,SBIN572702,1029384756473483
2025-11-09T00:00:00,BANK CHARGE SMS FEE,0.0,36.7,309.38,SBIN279010,1029384756473483
2025-11-09T12:00:00,BANK CHARGE SMS FEE,0.0,43.27,266.1,SBIN980790,1029384756473483
2025-11-10T00:00:00,ATM TRANSACTION FEE,0.0,49.53,216.57,SBIN628611,1029384756473483
2025-11-10T00:00:00,BANK INTEREST ACCRUED,152.32,0.0,368.89,SBIN808583,1029384756473483
2025-11-10T00:00:00,SPOTIFY PREMIUM,0.0,243.91,124.98,SBIN147754,1029384756473483
2025-11-10T00:00:00,BANK INTEREST ACCRUED,116.38,0.0,241.36,SBIN666061,1029384756473483
2025-11-10T12:00:00,ZOMATO PAYMENT,0.0,177.64,63.71,SBIN508032,1029384756473483
2025-11-11T00:00:00,ATM TRANSACTION FEE,0.0,41.91,21.81,SBIN130478,1029384756473483
2025-11-13T00:00:00,ATM TRANSACTION FEE,0.0,20.3,1.5,SBIN629672,1029384756473483
2025-11-13T00:00:00,BANK INTEREST ACCRUED,87.89,0.0,89.4,SBIN478486,1029384756473483
2025-11-14T12:00:00,ATM TRANSACTION FEE,0.0,19.93,69.47,SBIN259322,1029384756473483
2025-11-15T00:00:00,SAVINGS INTEREST CREDIT,166.21,0.0,235.68,SBIN940474,1029384756473483
2025-11-15T00:00:00,SAVINGS INTEREST CREDIT,131.02,0.0,366.7,SBIN203950,1029384756473483
2025-11-15T12:00:00,ATM TRANSACTION FEE,0.0,21.73,344.97,SBIN819692,1029384756473483
2025-11-15T12:00:00,METRO RECHARGE,0.0,238.33,106.64,SBIN429351,1029384756473483
2025-11-15T12:00:00,SAVINGS INTEREST CREDIT,72.09,0.0,178.73,SBIN243763,1029384756473483
2025-11-16T00:00:00,ATM TRANSACTION FEE,0.0,39.17,139.56,SBIN589962,1029384756473483
2025-11-16T12:00:00,BANK CHARGE SMS FEE,0.0,39.98,99.58,SBIN597884,1029384756473483
2025-11-17T00:00:00,ATM TRANSACTION FEE,0.0,48.43,51.15,SBIN525283,1029384756473483
2025-11-17T00:00:00,BANK SERVICE FEE,0.0,14.67,36.48,BANK-REF-1283,1029384756473483
2025-11-17T12:00:00,BANK CHARGE SMS FEE,0.0,34.42,2.06,SBIN853307,1029384756473483
2025-11-18T12:00:00,BANK INTEREST,22.5,0.0,24.56,BANK-REF-4898,1029384756473483
2025-11-19T00:00:00,BANK INTEREST ACCRUED,145.37,0.0,169.92,SBIN305418,1029384756473483
2025-11-19T12:00:00,BANK CHARGE SMS FEE,0.0,21.47,148.45,SBIN804414,1029384756473483
2025-11-19T12:00:00,SAVINGS INTEREST CREDIT,86.48,0.0,234.93,SBIN737068,1029384756473483
2025-11-20T00:00:00,SERVICE CHARGE,0.0,36.24,198.7,SBIN942583,1029384756473483
2025-11-21T00:00:00,ATM TRANSACTION FEE,0.0,26.09,172.61,SBIN208522,1029384756473483
2025-11-21T12:00:00,ATM TRANSACTION FEE,0.0,35.73,136.88,SBIN752764,1029384756473483
2025-11-22T00:00:00,BANK CHARGE SMS FEE,0.0,49.93,86.95,SBIN282151,1029384756473483
2025-11-22T00:00:00,BANK SERVICE FEE,0.0,8.23,78.73,BANK-REF-2979,1029384756473483
2025-11-22T12:00:00,ATM TRANSACTION FEE,0.0,57.92,20.81,SBIN470607,1029384756473483
2025-11-22T12:00:00,BANK INTEREST ACCRUED,155.49,0.0,176.29,SBIN534913,1029384756473483
2025-11-22T12:00:00,BANK CHARGE SMS FEE,0.0,26.84,149.45,SBIN845947,1029384756473483
2025-11-23T12:00:00,ATM TRANSACTION FEE,0.0,41.18,108.28,SBIN546948,1029384756473483
2025-11-24T00:00:00,BANK INTEREST ACCRUED,55.4,0.0,163.68,SBIN216816,1029384756473483
2025-11-24T00:00:00,SAVINGS INTEREST CREDIT,134.95,0.0,298.63,SBIN844258,1029384756473483
2025-11-24T00:00:00,BANK CHARGE SMS FEE,0.0,10.78,287.85,SBIN762900,1029384756473483
2025-11-24T12:00:00,ATM TRANSACTION FEE,0.0,24.47,263.38,SBIN575025,1029384756473483
2025-11-24T12:00:00,BANK INTEREST ACCRUED,53.66,0.0,317.04,SBIN925285,1029384756473483
2025-11-24T12:00:00,SAVINGS INTEREST CREDIT,84.1,0.0,401.14,SBIN220316,1029384756473483
2025-11-25T12:00:00,SERVICE CHARGE,0.0,16.96,384.18,SBIN352734,1029384756473483
2025-11-25T12:00:00,SERVICE CHARGE,0.0,49.48,334.7,SBIN822472,1029384756473483
2025-11-26T00:00:00,BANK INTEREST ACCRUED,138.16,0.0,472.86,SBIN372831,1029384756473483
2025-11-26T00:00:00,BANK SERVICE FEE,0.0,7.14,465.72,BANK-REF-1126,1029384756473483
2025-11-26T12:00:00,BANK CHARGE SMS FEE,0.0,22.43,443.28,SBIN443752,1029384756473483
2025-11-26T12:00:00,SAVINGS INTEREST CREDIT,70.27,0.0,513.55,SBIN865684,1029384756473483
2025-11-27T00:00:00,PETROL BPCL #135794,0.0,86.54,427.01,SBIN102785,1029384756473483
2025-11-27T00:00:00,SPOTIFY PREMIUM,0.0,145.96,281.05,SBIN507653,1029384756473483
2025-11-27T12:00:00,PETROL BPCL #96008,0.0,51.84,229.22,SBIN758585,1029384756473483
2025-11-28T00:00:00,SERVICE CHARGE,0.0,35.65,193.57,SBIN544562,1029384756473483
2025-11-28T00:00:00,ZOMATO PAYMENT,0.0,192.45,1.12,SBIN621110,1029384756473483
2025-11-28T00:00:00,SAVINGS INTEREST CREDIT,99.18,0.0,100.3,SBIN862166,1029384756473483
2025-11-28T12:00:00,BANK CHARGE SMS FEE,0.0,30.2,70.09,SBIN159904,1029384756473483
2025-11-28T12:00:00,BANK CHARGE SMS FEE,0.0,51.46,18.63,SBIN162530,1029384756473483
2025-11-29T12:00:00,SAVINGS INTEREST CREDIT,186.68,0.0,205.32,SBIN936807,1029384756473483
2025-11-29T12:00:00,BANK CHARGE SMS FEE,0.0,10.88,194.44,SBIN551188,1029384756473483
2025-11-30T00:00:00,ATM TRANSACTION FEE,0.0,33.32,161.11,SBIN429055,1029384756473483
